time_s,biomass_gDW,glc__D_e,o2_e,nh4_e,pi_e,h_e,h2o_e,co2_e,ac_e,acald_e,akg_e,etoh_e,for_e,fru_e,fum_e,gln__L_e,glu__L_e,lac__D_e,mal__L_e,pyr_e,succ_e
1166.0,2.095697231361588,4.481294053011262,2.648176540174615e-67,17.922840247334307,63.78906688634629,19.913470364064167,55495.498256903265,0.0,5.552805611938027,0.0,0.0,5.533243376493384,11.519969758744136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168.0,2.0958118561412693,4.4697797612267385,2.0315347353523206e-67,17.921521091761086,63.78817692566422,19.947998324889223,55495.49025526721,0.0,5.562393437741237,0.0,0.0,5.543007273567536,11.540056926336616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170.0,2.095926378428485,4.4582651669657505,1.558455337072964e-67,17.92020191826268,63.78728695288902,19.982527192941006,55495.4822533764,0.0,5.571981539843366,0.0,0.0,5.55277144933313,11.560144658912957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172.0,2.0960407983758875,4.446750272507824,1.1955211536758662e-67,17.918882727187977,63.78639696825608,20.01705696138489,55495.474251232205,0.0,5.581569916474391,0.0,0.0,5.562535901973575,11.580232952692038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174.0,2.0961551161355603,4.4352350801447855,9.170921410729747e-68,17.91756351888794,63.78550697200216,20.051587623349352,55495.46624883597,0.0,5.591158565855027,0.0,0.0,5.572300629662744,11.60032180387278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176.0,2.096269331859019,4.423719592180899,7.0349576513099345e-68,17.916244293715636,63.78461696436547,20.0861191719256,55495.45824618906,0.0,5.6007474861966235,0.0,0.0,5.582065630564861,11.620411208633914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178.0,2.0963834456972115,4.412203810933008,5.396383654046827e-68,17.914925052026263,63.783726945585634,20.12065160016712,55495.45024329285,0.0,5.610336675701058,0.0,0.0,5.591830902834393,11.640501163133763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180.0,2.0964974578005173,4.4006877387306735,4.139395947494072e-68,17.913605794177165,63.78283691590374,20.15518490108926,55495.44224014871,0.0,5.619926132560628,0.0,0.0,5.601596444615942,11.660591663509999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182.0,2.0966113683187486,4.389171377916321,3.1751478274106178e-68,17.912286520527864,63.78194687556232,20.189719067668822,55495.43423675803,0.0,5.6295158549579405,0.0,0.0,5.611362254044131,11.680682705879418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184.0,2.0967251774011495,4.37765473084538,2.4354754906282094e-68,17.910967231440072,63.78105682480541,20.224254092843594,55495.42623312221,0.0,5.639105841065806,0.0,0.0,5.62112832924349,11.700774286337701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186.0,2.096838885196396,4.366137799886438,1.8680840706122558e-68,17.909647927277724,63.78016676387854,20.25878996951194,55495.41822924264,0.0,5.6486960890471245,0.0,0.0,5.630894668328343,11.72086640095917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
